921,901,0,0,0
923,909,0,0,0
917,911,0,0,0
903,908,0,0,0
877,897,0,0,64
816,874,18,0,331
669,809,36,0,499
388,629,61,0,596
84,186,91,0,689
0,0,101,0,755
0,0,113,0,792
0,0,111,0,823
0,0,61,0,846
0,0,59,0,836
0,0,79,0,385
0,0,0,0,0
125,0,0,0,0
124,0,0,0,0
146,0,0,0,0
151,0,0,0,0
137,0,0,0,0
106,0,0,0,0
75,0,0,0,0
62,0,0,0,0
86,0,0,0,0
773,318,0,0,0
929,859,0,0,0
928,897,0,0,0
920,898,0,0,0
922,905,0,0,0
916,908,0,0,0
901,902,0,0,0
874,892,0,0,0
838,879,0,0,0
779,857,18,0,38
692,819,34,0,91
571,749,60,0,161
280,509,94,0,268
0,0,112,0,511
0,0,129,0,663
0,0,100,0,737
0,0,86,0,774
0,0,69,0,186
40,0,0,0,0
99,0,0,0,0
145,0,0,0,0
157,0,0,0,0
166,0,0,0,0
151,0,0,0,0
134,0,0,0,0
108,0,0,0,0
113,0,0,0,0
137,0,0,0,0
897,584,0,0,0
931,888,0,0,0
914,883,0,0,0
908,885,0,0,0
912,893,0,0,0
904,893,0,0,0
890,884,0,0,0
869,868,14,0,0
822,838,33,0,81
734,777,59,0,158
593,714,75,0,261
386,588,105,0,306
74,175,143,0,418
0,0,171,0,604
0,0,165,0,706
0,0,127,0,765
0,0,113,0,774
0,0,106,0,267
0,0,0,0,0
135,0,0,0,0
133,0,0,0,0
163,0,0,0,0
171,0,0,0,0
164,0,0,0,0
156,0,0,0,0
139,0,0,0,0
129,0,0,0,0
135,0,0,0,0
737,123,0,0,0
925,776,0,0,0
930,888,0,0,0
916,885,0,0,0
916,895,0,0,0
912,899,0,0,0
883,889,0,0,0
812,859,3,0,26
662,785,44,0,281
339,562,82,0,528
23,69,120,0,679
0,0,146,0,751
0,0,161,0,779
0,0,171,0,786
0,0,164,0,792
0,0,145,0,798
0,0,95,0,806
0,0,41,0,801
0,0,118,0,721
0,0,114,0,184
0,0,0,0,0
34,0,0,0,0
39,0,0,0,0
55,0,0,0,0
64,0,0,0,0
65,0,0,0,0
53,0,0,0,0
39,0,0,0,0
43,0,0,0,0
58,0,0,0,0
212,0,0,0,0
899,468,0,0,0
930,768,0,0,0
925,864,0,0,0
922,874,0,0,0
924,885,0,0,0
922,891,0,0,0
917,892,0,0,0
911,888,0,0,0
903,881,0,0,0
894,870,0,0,0
875,858,0,0,0
838,843,0,0,0
759,800,30,0,0
529,616,92,0,46
69,60,137,0,294
0,0,167,0,565
0,0,144,0,639
0,0,70,0,659
0,0,98,0,149
0,0,0,0,0
120,0,0,0,0
117,0,0,0,0
145,0,0,0,0
163,0,0,0,0
152,0,0,0,0
126,0,0,0,0
62,0,0,0,0
46,0,0,0,0
156,0,0,0,0
847,515,0,0,0
916,840,0,0,0
905,841,0,0,0
896,852,0,0,0
895,867,0,0,0
888,873,0,0,0
874,871,16,0,28
855,862,33,0,103
828,846,40,0,146
786,820,57,0,197
730,791,69,0,269
646,752,89,0,324
504,676,121,0,386
245,432,138,0,466
0,0,175,0,596
0,0,190,0,693
0,0,174,0,729
0,0,136,0,773
0,0,97,0,659
0,0,0,0,0
20,0,0,0,0
77,0,0,0,0
119,0,0,0,0
142,0,0,0,0
160,0,1,0,0
149,0,0,0,0
133,0,0,0,0
110,0,0,0,0
83,0,0,0,0
67,0,0,0,0
162,0,0,0,0
878,340,0,0,0
924,769,0,0,0
926,887,0,0,0
923,894,0,0,0
924,899,0,0,0
922,903,0,0,0
914,903,0,0,0
901,897,0,0,0
877,887,0,0,47
847,873,18,0,210
796,852,38,0,351
730,825,59,0,410
673,798,84,0,424
505,715,110,0,442
192,436,126,0,461
0,0,155,0,572
0,0,155,0,675
0,0,108,0,743
0,0,88,0,788
0,0,82,0,478
0,0,0,0,0
131,0,0,0,0
108,0,0,0,0
147,0,0,0,0
157,0,0,0,0
157,0,0,0,0
143,0,0,0,0
107,0,0,0,0
54,0,0,0,1
46,0,0,0,0
59,0,0,0,0
808,230,0,0,0
918,698,0,0,0
929,887,0,0,0
921,895,0,0,0
916,900,0,0,0
909,903,0,0,0
895,901,0,0,3
877,897,7,0,238
843,886,28,0,377
801,870,41,0,467
725,845,50,0,511
655,809,63,0,538
586,777,84,0,553
486,727,93,0,570
314,600,105,0,576
88,296,131,0,596
0,0,139,0,621
0,0,139,0,642
0,0,100,0,664
0,0,58,0,704
0,0,35,0,699
0,0,60,0,240
0,0,0,0,0
84,0,0,0,0
61,0,0,0,0
80,0,0,0,0
89,0,0,0,0
80,0,0,0,0
87,0,0,0,0
89,0,0,0,0
94,0,0,0,0
98,0,0,0,0
84,0,0,0,0
80,0,0,0,0
88,0,0,0,0
96,0,0,0,0
100,0,0,0,0
820,108,0,0,0
906,575,0,0,0
914,819,0,0,0
904,839,0,0,0
896,851,0,0,0
887,856,0,0,0
873,860,31,0,0
854,860,67,0,0
842,860,79,0,0
840,863,88,0,0
836,864,84,0,0
829,864,73,0,0
831,865,70,0,0
835,866,67,0,0
830,862,62,0,0
